Timestamp,Altitude,Pressure,Baterai
"['ALT : 640.2 ', ' PRESSURE : 162.27 ', ' TEMP : 22.12 ', ' BATERAI : 73']", 640.2 , 162.27 , 22.12 , 73,22:22:37
"['ALT : 231.69 ', ' PRESSURE : ERORRRR ', ' TEMP : 72.23 ', ' BATERAI : 72']", 231.69 , ERORRRR , 72.23 , 72,22:22:37
"['ALT : 406.77 ', ' PRESSURE : 124.91 ', ' TEMP : 46.85 ', ' BATERAI : 71']", 406.77 , 124.91 , 46.85 , 71,22:22:38
"['ALT : 388.22 ', ' PRESSURE : ERORRRR ', ' TEMP : 2.38 ', ' BATERAI : 70']", 388.22 , ERORRRR , 2.38 , 70,22:22:38
"['ALT : 353.17 ', ' PRESSURE : 340.09 ', ' TEMP : 89.82 ', ' BATERAI : 69']", 353.17 , 340.09 , 89.82 , 69,22:22:39
"['ALT : 574.22 ', ' PRESSURE : 99.82 ', ' TEMP : 2.61 ', ' BATERAI : 68']", 574.22 , 99.82 , 2.61 , 68,22:22:39
"['ALT : 330.43 ', ' PRESSURE : 224.87 ', ' TEMP : 82.86 ', ' BATERAI : 67']", 330.43 , 224.87 , 82.86 , 67,22:22:40
"['ALT : 407.99 ', ' PRESSURE : 252.09 ', ' TEMP : 83.6 ', ' BATERAI : 66']", 407.99 , 252.09 , 83.6 , 66,22:22:40
"['ALT : 83.72 ', ' PRESSURE : 307.37 ', ' TEMP : 35.14 ', ' BATERAI : 65']", 83.72 , 307.37 , 35.14 , 65,22:22:41
"['ALT : 403.0 ', ' PRESSURE : 374.78 ', ' TEMP : 80.76 ', ' BATERAI : 64']", 403.0 , 374.78 , 80.76 , 64,22:22:41
"['ALT : 562.92 ', ' PRESSURE : 220.22 ', ' TEMP : 64.96 ', ' BATERAI : 63']", 562.92 , 220.22 , 64.96 , 63,22:22:42
"['ALT : 535.3 ', ' PRESSURE : 349.53 ', ' TEMP : 66.5 ', ' BATERAI : 62']", 535.3 , 349.53 , 66.5 , 62,22:22:42
"['ALT : 359.54 ', ' PRESSURE : ERORRRR ', ' TEMP : 9.91 ', ' BATERAI : 61']", 359.54 , ERORRRR , 9.91 , 61,22:22:43
"['ALT : 343.35 ', ' PRESSURE : 350.26 ', ' TEMP : 54.84 ', ' BATERAI : 60']", 343.35 , 350.26 , 54.84 , 60,22:22:43
"['ALT : 300.28 ', ' PRESSURE : 284.25 ', ' TEMP : 88.49 ', ' BATERAI : 59']", 300.28 , 284.25 , 88.49 , 59,22:22:44
"['ALT : 173.18 ', ' PRESSURE : 327.62 ', ' TEMP : 73.31 ', ' BATERAI : 58']", 173.18 , 327.62 , 73.31 , 58,22:22:44
"['ALT : 108.58 ', ' PRESSURE : 242.56 ', ' TEMP : 9.44 ', ' BATERAI : 57']", 108.58 , 242.56 , 9.44 , 57,22:22:45
"['ALT : 650.57 ', ' PRESSURE : 95.67 ', ' TEMP : 58.87 ', ' BATERAI : 56']", 650.57 , 95.67 , 58.87 , 56,22:22:45
"['ALT : 444.42 ', ' PRESSURE : 364.81 ', ' TEMP : 44.88 ', ' BATERAI : 55']", 444.42 , 364.81 , 44.88 , 55,22:22:46
"['ALT : ERORRR ', ' PRESSURE : 128.34 ', ' TEMP : 33.93 ', ' BATERAI : 54']", ERORRR , 128.34 , 33.93 , 54,22:22:46
"['ALT : 476.38 ', ' PRESSURE : 243.17 ', ' TEMP : 64.55 ', ' BATERAI : 53']", 476.38 , 243.17 , 64.55 , 53,22:22:47
"['ALT : ERORRR ', ' PRESSURE : 56.94 ', ' TEMP : 39.92 ', ' BATERAI : 52']", ERORRR , 56.94 , 39.92 , 52,22:22:47
"['ALT : 683.4 ', ' PRESSURE : ERORRRR ', ' TEMP : 4.57 ', ' BATERAI : 51']", 683.4 , ERORRRR , 4.57 , 51,22:22:48
"['ALT : ERORRR ', ' PRESSURE : 339.37 ', ' TEMP : 54.94 ', ' BATERAI : 50']", ERORRR , 339.37 , 54.94 , 50,22:22:49
"['ALT : 675.39 ', ' PRESSURE : 255.86 ', ' TEMP : 65.2 ', ' BATERAI : 49']", 675.39 , 255.86 , 65.2 , 49,22:22:49
"['ALT : 636.97 ', ' PRESSURE : ERORRRR ', ' TEMP : 27.27 ', ' BATERAI : 48']", 636.97 , ERORRRR , 27.27 , 48,22:22:50
"['ALT : 41.6 ', ' PRESSURE : 280.59 ', ' TEMP : 0.38 ', ' BATERAI : 47']", 41.6 , 280.59 , 0.38 , 47,22:22:50
"['ALT : 552.79 ', ' PRESSURE : 129.49 ', ' TEMP : 42.32 ', ' BATERAI : 46']", 552.79 , 129.49 , 42.32 , 46,22:22:51
"['ALT : 131.57 ', ' PRESSURE : 292.15 ', ' TEMP : 75.63 ', ' BATERAI : 45']", 131.57 , 292.15 , 75.63 , 45,22:22:51
"['ALT : 20.99 ', ' PRESSURE : 45.23 ', ' TEMP : 72.48 ', ' BATERAI : 44']", 20.99 , 45.23 , 72.48 , 44,22:22:52
"['ALT : 257.22 ', ' PRESSURE : 108.67 ', ' TEMP : 5.3 ', ' BATERAI : 43']", 257.22 , 108.67 , 5.3 , 43,22:22:52
"['ALT : ERORRR ', ' PRESSURE : 107.57 ', ' TEMP : 1.9 ', ' BATERAI : 42']", ERORRR , 107.57 , 1.9 , 42,22:22:53
"['ALT : 214.97 ', ' PRESSURE : 77.11 ', ' TEMP : 48.5 ', ' BATERAI : 41']", 214.97 , 77.11 , 48.5 , 41,22:22:53
"['ALT : 412.47 ', ' PRESSURE : 156.68 ', ' TEMP : 9.22 ', ' BATERAI : 40']", 412.47 , 156.68 , 9.22 , 40,22:22:54
"['ALT : ERORRR ', ' PRESSURE : 147.6 ', ' TEMP : 1.75 ', ' BATERAI : 39']", ERORRR , 147.6 , 1.75 , 39,22:22:54
"['ALT : 457.78 ', ' PRESSURE : 321.75 ', ' TEMP : 4.6 ', ' BATERAI : 38']", 457.78 , 321.75 , 4.6 , 38,22:22:55
"['ALT : 168.21 ', ' PRESSURE : 21.82 ', ' TEMP : 86.18 ', ' BATERAI : 37']", 168.21 , 21.82 , 86.18 , 37,22:22:55
"['ALT : 596.45 ', ' PRESSURE : 212.01 ', ' TEMP : 80.04 ', ' BATERAI : 36']", 596.45 , 212.01 , 80.04 , 36,22:22:56
"['ALT : 457.15 ', ' PRESSURE : 79.55 ', ' TEMP : 13.49 ', ' BATERAI : 35']", 457.15 , 79.55 , 13.49 , 35,22:22:56
"['ALT : ERORRR ', ' PRESSURE : 381.44 ', ' TEMP : 50.5 ', ' BATERAI : 34']", ERORRR , 381.44 , 50.5 , 34,22:22:57
"['ALT : 35.87 ', ' PRESSURE : ERORRRR ', ' TEMP : 87.6 ', ' BATERAI : 33']", 35.87 , ERORRRR , 87.6 , 33,22:22:57
"['ALT : 7.48 ', ' PRESSURE : 20.67 ', ' TEMP : 49.05 ', ' BATERAI : 32']", 7.48 , 20.67 , 49.05 , 32,22:22:58
"['ALT : ERORRR ', ' PRESSURE : ERORRRR ', ' TEMP : 86.53 ', ' BATERAI : 31']", ERORRR , ERORRRR , 86.53 , 31,22:22:58
"['ALT : ERORRR ', ' PRESSURE : 243.65 ', ' TEMP : 39.43 ', ' BATERAI : 30']", ERORRR , 243.65 , 39.43 , 30,22:22:59
"['ALT : 143.62 ', ' PRESSURE : 298.01 ', ' TEMP : 74.84 ', ' BATERAI : 29']", 143.62 , 298.01 , 74.84 , 29,22:22:59
"['ALT : ERORRR ', ' PRESSURE : 262.01 ', ' TEMP : 26.71 ', ' BATERAI : 28']", ERORRR , 262.01 , 26.71 , 28,22:22:00
"['ALT : 420.58 ', ' PRESSURE : 302.77 ', ' TEMP : 70.45 ', ' BATERAI : 27']", 420.58 , 302.77 , 70.45 , 27,22:22:00
"['ALT : ERORRR ', ' PRESSURE : 149.96 ', ' TEMP : 75.05 ', ' BATERAI : 26']", ERORRR , 149.96 , 75.05 , 26,22:22:01
"['ALT : 596.9 ', ' PRESSURE : 94.74 ', ' TEMP : 66.12 ', ' BATERAI : 25']", 596.9 , 94.74 , 66.12 , 25,22:22:01
"['ALT : 337.15 ', ' PRESSURE : 348.64 ', ' TEMP : 33.65 ', ' BATERAI : 24']", 337.15 , 348.64 , 33.65 , 24,22:22:02
"['ALT : ERORRR ', ' PRESSURE : 348.52 ', ' TEMP : 88.07 ', ' BATERAI : 23']", ERORRR , 348.52 , 88.07 , 23,22:22:02
"['ALT : 86.63 ', ' PRESSURE : 153.98 ', ' TEMP : 0.52 ', ' BATERAI : 22']", 86.63 , 153.98 , 0.52 , 22,22:22:03
"['ALT : 74.67 ', ' PRESSURE : 317.49 ', ' TEMP : 1.89 ', ' BATERAI : 21']", 74.67 , 317.49 , 1.89 , 21,22:22:03
"['ALT : 22.06 ', ' PRESSURE : 100.69 ', ' TEMP : 85.09 ', ' BATERAI : 20']", 22.06 , 100.69 , 85.09 , 20,22:22:04
"['ALT : 147.83 ', ' PRESSURE : 168.38 ', ' TEMP : 65.34 ', ' BATERAI : 19']", 147.83 , 168.38 , 65.34 , 19,22:22:04
"['ALT : 406.56 ', ' PRESSURE : 127.43 ', ' TEMP : 12.28 ', ' BATERAI : 18']", 406.56 , 127.43 , 12.28 , 18,22:22:05
"['ALT : 49.24 ', ' PRESSURE : 316.47 ', ' TEMP : 82.24 ', ' BATERAI : 17']", 49.24 , 316.47 , 82.24 , 17,22:22:05
"['ALT : 25.68 ', ' PRESSURE : ERORRRR ', ' TEMP : 38.68 ', ' BATERAI : 16']", 25.68 , ERORRRR , 38.68 , 16,22:22:06
"['ALT : 82.02 ', ' PRESSURE : ERORRRR ', ' TEMP : 70.49 ', ' BATERAI : 15']", 82.02 , ERORRRR , 70.49 , 15,22:22:06
"['ALT : 332.33 ', ' PRESSURE : 16.95 ', ' TEMP : 4.44 ', ' BATERAI : 14']", 332.33 , 16.95 , 4.44 , 14,22:22:07
"['ALT : 492.32 ', ' PRESSURE : ERORRRR ', ' TEMP : 28.91 ', ' BATERAI : 13']", 492.32 , ERORRRR , 28.91 , 13,22:22:07
"['ALT : ERORRR ', ' PRESSURE : 366.78 ', ' TEMP : 10.63 ', ' BATERAI : 12']", ERORRR , 366.78 , 10.63 , 12,22:22:08
"['ALT : ERORRR ', ' PRESSURE : 147.36 ', ' TEMP : 84.24 ', ' BATERAI : 11']", ERORRR , 147.36 , 84.24 , 11,22:22:08
"['ALT : ERORRR ', ' PRESSURE : 53.27 ', ' TEMP : 59.68 ', ' BATERAI : 10']", ERORRR , 53.27 , 59.68 , 10,22:22:09
"['ALT : 695.72 ', ' PRESSURE : 356.4 ', ' TEMP : 53.53 ', ' BATERAI : 9']", 695.72 , 356.4 , 53.53 , 9,22:22:09
"['ALT : 56.81 ', ' PRESSURE : 353.41 ', ' TEMP : 31.61 ', ' BATERAI : 8']", 56.81 , 353.41 , 31.61 , 8,22:22:10
"['ALT : ERORRR ', ' PRESSURE : 247.28 ', ' TEMP : 66.31 ', ' BATERAI : 7']", ERORRR , 247.28 , 66.31 , 7,22:22:10
"['ALT : 358.89 ', ' PRESSURE : 130.02 ', ' TEMP : 74.36 ', ' BATERAI : 6']", 358.89 , 130.02 , 74.36 , 6,22:22:11
"['ALT : 259.05 ', ' PRESSURE : 97.41 ', ' TEMP : 23.21 ', ' BATERAI : 5']", 259.05 , 97.41 , 23.21 , 5,22:22:11
"['ALT : 294.2 ', ' PRESSURE : 293.35 ', ' TEMP : 47.2 ', ' BATERAI : 4']", 294.2 , 293.35 , 47.2 , 4,22:22:12
"['ALT : ERORRR ', ' PRESSURE : ERORRRR ', ' TEMP : 27.48 ', ' BATERAI : 3']", ERORRR , ERORRRR , 27.48 , 3,22:22:12
"['ALT : 331.45 ', ' PRESSURE : 305.51 ', ' TEMP : 88.34 ', ' BATERAI : 2']", 331.45 , 305.51 , 88.34 , 2,22:22:13
"['ALT : 503.59 ', ' PRESSURE : ERORRRR ', ' TEMP : 16.07 ', ' BATERAI : 1']", 503.59 , ERORRRR , 16.07 , 1,22:22:13
